19300000000	19700000000	nmhh			Nem koordinált földi állomások.	ERC/DEC/(00)07	Egyedi engedélyezési kötelezettség alól mentesítve. Repülőtér területén, illetve - 34 dBW-nál nem kisebb EIRP esetén - annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül az állomás telepítéséhez és üzemben tartásához az illetékes légiközlekedési hatóság szakhatósági hozzájárulása szükséges.
19300000000	19700000000	nmhh			ROES	ERC/DEC/(99)26	Egyedi engedélyezési kötelezettség alól mentesítve.
19700000000	20100000000	nmhh	MŰHOLDAS ÁLLANDÓHELYŰ				
19700000000	20100000000	nmhh	(űr-Föld irány)				
19700000000	20100000000	nmhh	H194A	K	Műholdas állandóhelyű szolgálat alkalmazásai.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
19700000000	20100000000	nmhh			Koordinált földi állomások		Amennyiben az állomás a repülőtér területén, illetve - 34 dBW-nál nem kisebb EIRP esetén - annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül van, akkor a rádióengedélyhez a sikeres koordináción túlmenően az illetékes légiközlekedési hatóság szakhatósági hozzájárulása is szükséges.
19700000000	20100000000	nmhh			Nem koordinált földi állomások		A földi állomás egyedi engedélyezési kötelezettség alól mentesítve. Repülőtér területén, illetve - 34 dBW-nál nem kisebb EIRP esetén - annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül az állomás telepítéséhez és üzemben tartásához az illetékes légiközlekedési hatóság szakhatósági hozzájárulása szükséges.
19700000000	20100000000	nmhh	H193A		HDFSS		
19700000000	20100000000	nmhh			LEST	ECC/DEC/(06)02	Egyedi engedélyezési kötelezettség alól mentesítve. Repülőtér területén az állomás telepítéséhez és üzemben tartásához az illetékes légiközlekedési hatóság szakhatósági hozzájárulása szükséges.
19700000000	20100000000	nmhh			HEST	ECC/DEC/(06)03	Egyedi engedélyezési kötelezettség alól mentesítve. Repülőtér területén, illetve annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül az állomás telepítéséhez és üzemben tartásához az illetékes légiközlekedési hatóság szakhatósági hozzájárulása szükséges.
19700000000	20100000000	nmhh			ROES	ERC/DEC/(99)26	Egyedi engedélyezési kötelezettség alól mentesítve.
20100000000	20200000000	nmhh	MŰHOLDAS ÁLLANDÓHELYŰ(űr-Föld irány)				
20100000000	20200000000	nmhh	H194A	K	Műholdas állandóhelyű szolgálat alkalmazásai.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
20100000000	20200000000	nmhh			Koordinált földi állomások		Amennyiben az állomás a repülőtér területén, illetve - 34 dBW-nál nem kisebb EIRP esetén - annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül van, akkor a rádióengedélyhez a sikeres koordináción túlmenően az illetékes légiközlekedési hatóság szakhatósági hozzájárulása is szükséges.
20100000000	20200000000	nmhh			Nem koordinált földi állomások		A földi állomás egyedi engedélyezési kötelezettség alól mentesítve. Repülőtér területén, illetve - 34 dBW-nál nem kisebb EIRP esetén - annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül az állomás telepítéséhez és üzemben tartásához az illetékes légiközlekedési hatóság szakhatósági hozzájárulása szükséges.
20100000000	20200000000	nmhh	H193A		HDFSS		
20100000000	20200000000	nmhh			LEST	ECC/DEC/(06)02	Egyedi engedélyezési kötelezettség alól mentesítve. Repülőtér területén az állomás telepítéséhez és üzemben tartásához az illetékes légiközlekedési hatóság szakhatósági hozzájárulása szükséges.
20100000000	20200000000	nmhh			HEST	ECC/DEC/(06)03	Egyedi engedélyezési kötelezettség alól mentesítve. Repülőtér területén, illetve annak telekhatárvonalától kifelé mért, az ECC/DEC/(06)03 Határozat 1. mellékletében meghatározott távolságon belül az állomás telepítéséhez és üzemben tartásához az illetékes légiközlekedési hatóság szakhatósági hozzájárulása szükséges.
20100000000	20200000000	nmhh			ROES	ERC/DEC/(99)26	Egyedi engedélyezési kötelezettség alól mentesítve.
20200000000	21200000000	nmhh	Műholdas hiteles frekvencia és órajel (űr-Föld irány)				
20200000000	21200000000	nmhh	H88	K	Műholdas hiteles frekvencia és órajel alkalmazások.		
21200000000	21400000000	nmhh	MŰHOLDAS FÖLD-KUTATÁS (passzív)				
21200000000	21400000000	nmhh	H128	K	Passzív műholdas Föld-kutatás alkalmazásai.		
21200000000	21400000000	nmhh	ÁLLANDÓHELYŰ				
21200000000	21400000000	nmhh	H174		22 GHz-es sávú rádió- és televízióhíranyag- és -műsor-átvitel.	Két- és többoldalú nemzetközi koordinációs dokumentum	2. melléklet II. fejezet 3. pont 2. melléklet II. fejezet 10. pont
21200000000	21400000000	nmhh				MSZ EN 300 833;MSZ EN 302 064-2	
21200000000	21400000000	nmhh	MOZGÓ				
21200000000	21400000000	nmhh	H199		Zsinórnélküli kamerák.	ERC/REC 25-10; ERC REPORT 38	2. melléklet II. fejezet 10. pont
21200000000	21400000000	nmhh				MSZ EN 302 064-2	
21200000000	21400000000	nmhh	ŰRKUTATÁS (passzív)				
21200000000	21400000000	nmhh	H127		Passzív űrkutatás rendszerei.		
21400000000	22000000000	nmhh	MŰHOLDAS MŰSORSZÓRÁS				
21400000000	22000000000	nmhh	H187	K	Műholdas műsorszórás.	ITU-R BO.1776; ITU-R BO. 1900 Ajánlás	A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
21400000000	22000000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD)	2005/50/EK, 2011/485/EU ECC/DEC/(04)10	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal.
21400000000	22000000000	nmhh			a 21,65-22 GHz sávban.	MSZ EN 302 288-2	Egyedi engedélyezési kötelezettség alól mentesítve.
21400000000	22000000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
21400000000	22000000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
22000000000	22210000000	nmhh	ÁLLANDÓHELYŰ				
22000000000	22210000000	nmhh	H201	K	23 GHz-es sávú állandó telephelyű, digitális pont-pont rendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentum	2. melléklet II. fejezet 3. pont
22000000000	22210000000	nmhh				T/R 13-02 1.1. ajánlási pont	
22000000000	22210000000	nmhh				MSZ EN 301 751	
22000000000	22210000000	nmhh				MSZ EN 302 217-2-2;MSZ EN 302 217-4-2	
22000000000	22210000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
22000000000	22210000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
22000000000	22210000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
22210000000	22442000000	nmhh	MŰHOLDAS FÖLD-KUTATÁS (passzív)				
22210000000	22442000000	nmhh	H128	K	Passzív műholdas Föld-kutatás alkalmazásai.		
22210000000	22442000000	nmhh	ÁLLANDÓHELYŰ				
22210000000	22442000000	nmhh	H201		23 GHz-es sávú állandó telephelyű, digitális pont-pont rendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentum	2. melléklet II. fejezet 3. pont
22210000000	22442000000	nmhh				T/R 13-02 1.1. ajánlási pont	
22210000000	22442000000	nmhh				MSZ EN 301 751	
22210000000	22442000000	nmhh				MSZ EN 302 217-2-2;MSZ EN 302 217-4-2	
22210000000	22442000000	nmhh	RÁDIÓ-CSILLAGÁSZAT				A védelem biztosítása érdekében a rádiócsillagászati állomást be kell jelenteni a Hivatalnak.
22210000000	22442000000	nmhh	H41		Rádiócsillagászat alkalmazásai.		
22210000000	22442000000	nmhh	ŰRKUTATÁS (passzív)				
22210000000	22442000000	nmhh	H127		Passzív űrkutatás rendszerei.		
22210000000	22442000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
22210000000	22442000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
22210000000	22442000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
22442000000	22500000000	nmhh	MŰHOLDAS FÖLD-KUTATÁS (passzív)				
22442000000	22500000000	nmhh	H128	K	Passzív műholdas Föld-kutatás alkalmazásai.		
22442000000	22500000000	nmhh	RÁDIÓ-CSILLAGÁSZAT				
22442000000	22500000000	nmhh	H41		Rádiócsillagászat alkalmazásai.		A védelem biztosítása érdekében a rádiócsillagászati állomást be kell jelenteni a Hivatalnak.
22442000000	22500000000	nmhh	ŰRKUTATÁS (passzív)				
22442000000	22500000000	nmhh	H127		Passzív űrkutatás rendszerei.		
22442000000	22500000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal.
22442000000	22500000000	nmhh				MSZ EN 302 288-2	Egyedi engedélyezési kötelezettség alól mentesítve.
22442000000	22500000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
22442000000	22500000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
22500000000	22550000000	nmhh	H167	K	Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal.
22500000000	22550000000	nmhh				MSZ EN 302 288-2	Egyedi engedélyezési kötelezettség alól mentesítve.
22500000000	22550000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
22500000000	22550000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
22550000000	22600000000	nmhh	H167	K	Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
22550000000	22600000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
22550000000	22600000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
22600000000	23000000000	nmhh	ÁLLANDÓHELYŰ				
22600000000	23000000000	nmhh	H174	K	22 GHz-es sávú rádió- és televízióhíranyag- és -műsor-átvitel.	Két- és többoldalú nemzetközi koordinációs dokumentum	2. melléklet II. fejezet 3. pont 2. melléklet II. fejezet 10. pont
22600000000	23000000000	nmhh				MSZ EN 300 833;MSZ EN 302 064-2	
22600000000	23000000000	nmhh	MOZGÓ		Zsinórnélküli kamerák.	ERC/REC 25-10; ERC REPORT 38MSZ EN 302 064-2	2. melléklet II. fejezet 10. pont
22600000000	23000000000	nmhh	H199				
22600000000	23000000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
22600000000	23000000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
22600000000	23000000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
23000000000	23450000000	nmhh	ÁLLANDÓHELYŰ				
23000000000	23450000000	nmhh	H201	K	23 GHz-es sávú állandó telephelyű, digitális pont-pont rendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentum	2. melléklet II. fejezet 3. pont
23000000000	23450000000	nmhh				T/R 13-02 1.1. ajánlási pont	
23000000000	23450000000	nmhh				MSZ EN 301 751	
23000000000	23450000000	nmhh				MSZ EN 302 217-2-2;MSZ EN 302 217-4-2	
23000000000	23450000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
23000000000	23450000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
23000000000	23450000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
23450000000	23550000000	nmhh	H167	K	Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
23450000000	23550000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
23450000000	23550000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
23550000000	23600000000	nmhh	H167	K	Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
23550000000	23600000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
23550000000	23600000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
23600000000	24000000000	nmhh	MŰHOLDAS FÖLD-KUTATÁS (passzív)				
23600000000	24000000000	nmhh	H128	K	Passzív műholdas Föld-kutatás alkalmazásai.		
23600000000	24000000000	nmhh	RÁDIÓ-CSILLAGÁSZAT				
23600000000	24000000000	nmhh	H41		Rádiócsillagászat alkalmazásai.		A védelem biztosítása érdekében a rádiócsillagászati állomást be kell jelenteni a Hivatalnak.
23600000000	24000000000	nmhh	ŰRKUTATÁS (passzív)				
23600000000	24000000000	nmhh	H127		Passzív űrkutatás rendszerei.		
23600000000	24000000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
23600000000	24000000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
23600000000	24000000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24000000000	24050000000	nmhh	AMATŐR				
24000000000	24050000000	nmhh	H11	K	Amatőrrádiózás.	ECC/REC/(02)01;MSZ EN 301 783-2	2. melléklet IV. fejezet
24000000000	24050000000	nmhh	MŰHOLDAS AMATŐR				
24000000000	24050000000	nmhh	H39		Műholdas amatőrrádiózás.		
24000000000	24050000000	nmhh	H38		Általános alkalmazású (távmérő, távirányító, riasztó, adatátviteli, videoátviteli és hasonló célú) kis hatótávolságú eszközök (SRD).	ERC/REC 70-03 1. mellékleteMSZ EN 300 440-2,MSZ EN 302 064-2	Egyedi engedélyezési kötelezettség alól mentesítve.
24000000000	24050000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
24000000000	24050000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
24000000000	24050000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24050000000	24250000000	nmhh	RÁDIÓLOKÁCIÓ				
24050000000	24250000000	nmhh	H23	K	Radarok.		
24050000000	24250000000	nmhh	Amatőr				
24050000000	24250000000	nmhh	H11		Amatőrrádiózás.	ECC/REC/(02)01;MSZ EN 301 783-2	2. melléklet IV. fejezet
24050000000	24250000000	nmhh	Műholdas Föld-kutatás (aktív)		Az aktív műholdas Föld-kutatás alkalmazásai.		
24050000000	24250000000	nmhh	H123				
24050000000	24250000000	nmhh	H38		Általános alkalmazású (távmérő, távirányító, riasztó, adatátviteli, videoátviteli és hasonló célú) kis hatótávolságú eszközök (SRD) a 24,05-24,15 GHz sávban.	ERC/REC 70-03 1. mellékleteMSZ EN 300 440-2,MSZ EN 302 064-2	Egyedi engedélyezési kötelezettség alól mentesítve.
24050000000	24250000000	nmhh	H38		Általános alkalmazású (távmérő, távirányító, riasztó, adatátviteli, videoátviteli és hasonló célú) kis hatótávolságú eszközök (SRD) a 24,15-24,25 GHz sávban.	2006/771/EK; 2011/829/EU ERC/REC 70-03 1. mellékleteMSZ EN 300 440-2,MSZ EN 302 064-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24050000000	24250000000	nmhh	H154		Rádiómeghatározó alkalmazások (SRD).	ERC/REC 70-03 6. melléklete	Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24050000000	24250000000	nmhh			SRD radarrendszerek	MSZ EN 300 440-2	
24050000000	24250000000	nmhh			Mozgásérzékelő és riasztó alkalmazások		
24050000000	24250000000	nmhh	H154		Rádiómeghatározó alkalmazások (tartályszintmérő radarok (TLPR)) (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 6. melléklete	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal.Egyedi engedélyezési kötelezettség alól mentesítve.
24050000000	24250000000	nmhh				MSZ EN 302 372-2	Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24050000000	24250000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (gépjárműradarok) (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 5. mellékleteMSZ EN 302 858-2	
24050000000	24250000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
24050000000	24250000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
24050000000	24250000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24250000000	24450000000	nmhh	ÁLLANDÓHELYŰ				
24250000000	24450000000	nmhh	H174	K	24 GHz-es sávú rádió- és televízióhíranyag- és -műsor-átvitel.	Két- és többoldalú nemzetközi koordinációs dokumentumMSZ EN 300 833;MSZ EN 302 064-2	2. melléklet II. fejezet 3. pont
24250000000	24450000000	nmhh	MOZGÓ				
24250000000	24450000000	nmhh	H199		Zsinórnélküli kamerák.	ERC/REC 25-10; ERC REPORT 38MSZ EN 302 064-2	
24250000000	24450000000	nmhh	H154		Rádiómeghatározó alkalmazások (tartályszintmérő radarok (TLPR)) (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 6. melléklete	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal.Egyedi engedélyezési kötelezettség alól mentesítve.
24250000000	24450000000	nmhh				MSZ EN 302 372-2	Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24250000000	24450000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
24250000000	24450000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
24250000000	24450000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24450000000	24500000000	nmhh	ÁLLANDÓHELYŰ				
24450000000	24500000000	nmhh	H174	K	24 GHz-es sávú rádió- és televízióhíranyag- és -műsor-átvitel.	Két- és többoldalú nemzetközi koordinációs dokumentum	2. melléklet II. fejezet 3. pont
24450000000	24500000000	nmhh				MSZ EN 300 833;MSZ EN 302 064-2	
24450000000	24500000000	nmhh	MOZGÓ				
24450000000	24500000000	nmhh	H199		Zsinórnélküli kamerák.	ERC/REC 25-10; ERC REPORT 38	
24450000000	24500000000	nmhh				MSZ EN 302 064-2	
24450000000	24500000000	nmhh	H154		Rádiómeghatározó alkalmazások (tartályszintmérő radarok (TLPR)) (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 6. melléklete	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
24450000000	24500000000	nmhh				MSZ EN 302 372-2	Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24450000000	24500000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
24450000000	24500000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
24450000000	24500000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24500000000	24650000000	nmhh	ÁLLANDÓHELYŰ				
24500000000	24650000000	nmhh	H203	K	26 GHz-es sávú állandó telephelyű, digitális pont-pont rendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentum	2. melléklet II. fejezet 3. pont 2. melléklet II. fejezet 11. pontA frekvenciahasználati jogosultság területi kiterjedése: országos.
24500000000	24650000000	nmhh				CEPT T/R 13-02 2. ajánlási pont	A frekvenciaelosztás módja: versenyeztetési eljárás. A frekvenciahasználati jogosultság, jog másodlagos kereskedelme
24500000000	24650000000	nmhh				MSZ EN 302 217-2-2;MSZ EN 302 217-4-2	megengedett (7. melléklet).
24500000000	24650000000	nmhh	H203		26 GHz-es sávú digitális pont-többpont rendszerek.	Két- és többoldalú nemzetközi koordinációs	2. melléklet II. fejezet 11. pontA frekvenciahasználati jogosultság területi kiterjedése: országos.
24500000000	24650000000	nmhh				dokumentum	A frekvenciaelosztás módja: versenyeztetési eljárás.
24500000000	24650000000	nmhh				ECC/REC/(11)01	A felhasználói állomás egyedi engedélyezési kötelezettség alól
24500000000	24650000000	nmhh				MSZ EN 302 326-2;MSZ EN 302 326-3	mentesítve.A frekvenciahasználati jogosultság, jog másodlagos kereskedelmemegengedett (7. melléklet).
24500000000	24650000000	nmhh			FWA		
24500000000	24650000000	nmhh	H154		Rádiómeghatározó alkalmazások (tartályszintmérő radarok (TLPR)) (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 6. melléklete	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
24500000000	24650000000	nmhh				MSZ EN 302 372-2	Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24500000000	24650000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
24500000000	24650000000	nmhh					A kis hatótávolságú gépjárműradarral felszerelt gépjárművek aránya nem érheti el a forgalomban levő összes gépjármű 7%-át.
24500000000	24650000000	nmhh					Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24650000000	24750000000	nmhh	ÁLLANDÓHELYŰ				
24650000000	24750000000	nmhh	H203	K	26 GHz-es sávú állandó telephelyű, digitális pont-pont rendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentum	2. melléklet II. fejezet 3. pont 2. melléklet II. fejezet 11. pontA frekvenciahasználati jogosultság területi kiterjedése: országos.
24650000000	24750000000	nmhh				CEPT T/R 13-02 2. ajánlási pont	A frekvenciaelosztás módja: versenyeztetési eljárás.A frekvenciahasználati jogosultság, jog másodlagos kereskedelme
24650000000	24750000000	nmhh				MSZ EN 302 217-2-2;MSZ EN 302 217-4-2	megengedett (7. melléklet).
24650000000	24750000000	nmhh	H203		26 GHz-es sávú digitális pont-többpont rendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentum	2. melléklet II. fejezet 11. pont A frekvenciahasználati jogosultság területi kiterjedése: országos. A frekvenciaelosztás módja: versenyeztetési eljárás.
24650000000	24750000000	nmhh				ECC/REC/(11)01	A felhasználói állomás egyedi engedélyezési kötelezettség alól
24650000000	24750000000	nmhh				MSZ EN 302 326-2;MSZ EN 302 326-3	mentesítve.A frekvenciahasználati jogosultság, jog másodlagos kereskedelme
24650000000	24750000000	nmhh					megengedett (7. melléklet).
24650000000	24750000000	nmhh			FWA		
24650000000	24750000000	nmhh	H154		Rádiómeghatározó alkalmazások (tartályszintmérő radarok (TLPR)) (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 6. melléklete	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
24650000000	24750000000	nmhh				MSZ EN 302 372-2	Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
24650000000	24750000000	nmhh	H167		Közúti közlekedési és forgalmi telematikai (RTTT) alkalmazások (kis hatótávolságú gépjárműradarok) (SRD).	2005/50/EK, 2011/485/EU ECC/DEC/(04)10MSZ EN 302 288-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletben meghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve.
